Sand_gkg,Clay_gkg,SOM_gkg,Ca_mmolkg,Mg_mmolkg,CEC_Ph7_mmolkg,Sand_gkg_ausente,Clay_gkg_ausente,SOM_gkg_ausente,Ca_mmolkg_ausente,Mg_mmolkg_ausente,CEC_Ph7_mmolkg_ausente,Vegetation,Bioma,Geology,Sampling,MIR_availability,Region
110.0,760.0,30.0,8.0,6.0,73.7,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Profile,YES,Midwest
926.0,68.0,10.6,8.8,0.9,26.4,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
921.0,69.0,7.0,3.0,2.0,25.0,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
682.0,270.0,15.0,3.9,1.5,26.9,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
527.2,399.7,25.0,35.0,15.9,77.0,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
619.8,224.8,25.8,13.9,5.0,62.1,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
850.0,136.0,8.0,4.0,3.0,22.1,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Auger,NO,Midwest
230.0,620.0,45.0,34.0,11.0,120.9,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Profile,YES,Midwest
810.1,149.9,16.2,13.1,6.7,33.6,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
240.0,550.0,35.0,18.0,9.0,89.5,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
901.0,75.0,9.0,10.9,4.4,23.9,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
572.0,350.0,24.0,18.0,11.0,68.8,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
100.0,800.0,31.0,14.0,6.0,87.6,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
637.0,240.0,18.0,13.0,5.2,44.1,1,1,0,1,1,1,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
860.0,120.0,11.0,1.0,1.0,24.8,0,0,0,0,0,0,Areas of Pioneering Formation,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
776.0,188.0,6.6,1.4,0.5,20.4,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
140.0,730.0,8.0,6.0,5.0,46.1,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,Profile,YES,Midwest
484.4,386.9,25.0,27.0,10.8,68.5,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
861.7,99.9,14.6,6.0,4.0,34.9,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
300.0,560.0,22.0,8.0,3.0,74.9,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
913.0,50.0,10.0,4.0,1.4,19.1,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
884.5,100.0,16.3,3.4,1.5,37.0,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
310.0,590.0,32.0,29.0,4.0,107.6,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
880.0,100.0,15.0,1.0,1.0,33.4,0,0,0,0,0,0,Areas of Pioneering Formation,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
860.0,132.0,11.0,11.0,5.0,36.7,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Auger,NO,Midwest
780.0,160.0,21.0,1.0,2.0,51.5,0,0,0,0,0,0,Areas of Pioneering Formation,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
853.0,110.0,12.0,13.0,3.0,35.8,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
400.0,530.0,25.0,20.5,5.9,55.4,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
30.0,800.0,35.0,23.0,9.0,98.7,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Profile,YES,Midwest
918.0,73.0,7.6,5.4,2.2,16.0,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
786.0,198.0,11.6,7.8,4.1,29.0,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
800.0,140.0,10.0,7.0,2.0,38.4,0,0,0,0,0,0,Areas of Pioneering Formation,Mata Atlantica,Igneous Rock,Profile,YES,Midwest
130.0,770.0,34.0,21.0,12.0,73.0,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
808.7,162.3,18.6,13.1,7.1,42.6,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
520.0,380.0,23.0,14.0,7.0,49.2,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
686.0,229.0,18.0,17.0,5.0,46.2,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Auger,NO,Midwest
840.0,100.0,9.0,1.0,1.0,28.1,0,0,0,0,0,0,Areas of Pioneering Formation,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
425.3,412.3,23.2,10.0,5.5,83.9,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
821.1,149.9,17.6,24.8,12.0,52.3,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
840.0,100.0,17.0,1.0,1.0,45.2,0,0,0,0,0,0,Areas of Pioneering Formation,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
862.0,80.0,8.0,2.0,2.0,18.7,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
590.2,349.8,22.5,20.5,10.0,83.7,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
190.0,690.0,36.0,25.0,11.0,87.0,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
730.0,172.0,14.0,15.0,6.0,49.6,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Auger,NO,Midwest
422.9,449.3,29.1,35.6,18.2,84.8,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
393.1,474.5,32.6,38.5,13.7,84.2,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
884.0,92.0,8.1,0.3,0.2,16.1,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
606.5,299.6,23.0,47.3,15.3,88.5,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
865.2,74.9,15.1,3.3,2.0,27.1,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
150.0,650.0,38.0,12.0,7.0,73.5,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
270.0,510.0,35.0,31.0,15.0,78.3,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Auger,NO,Midwest
376.0,530.0,17.0,13.0,5.2,44.1,0,0,1,1,1,1,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
859.0,118.0,12.0,15.0,7.0,31.5,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Auger,NO,Midwest
843.5,125.0,18.1,15.0,7.4,43.7,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
796.0,123.0,14.1,4.0,1.0,35.3,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
711.1,199.9,15.5,11.6,5.8,43.6,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
140.0,740.0,34.0,27.0,11.0,114.5,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
300.0,620.0,27.0,22.0,9.0,75.4,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
881.0,95.0,10.0,3.0,2.0,22.7,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
264.0,631.0,17.0,13.0,5.2,44.1,0,0,1,1,1,1,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
592.0,377.0,17.0,13.0,5.2,44.1,0,0,1,1,1,1,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
860.0,129.0,9.0,10.0,4.0,36.3,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Midwest
175.30328,692.04443,31.0,13.0,5.2,44.1,0,0,0,1,1,1,Savannah,Cerrado,Sedimentary Rock,Profile,NO,Midwest
218.0,619.0,17.0,13.0,5.2,44.1,0,0,1,1,1,1,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
887.5,75.0,12.5,11.6,2.8,31.8,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
465.6,372.8,47.9,13.0,5.2,44.1,0,0,0,1,1,1,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Profile,NO,Midwest
819.6,124.9,20.0,28.2,10.6,58.2,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
280.0,680.0,20.0,40.0,13.0,86.2,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
110.0,710.0,40.0,74.0,4.0,114.3,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
370.0,470.0,24.0,31.0,5.0,82.5,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
856.6,74.9,13.6,5.9,0.7,35.5,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
282.0,647.0,17.0,13.0,5.2,44.1,0,0,1,1,1,1,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
537.0,414.0,17.0,13.0,5.2,44.1,0,0,1,1,1,1,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
882.0,75.0,11.0,13.7,4.0,24.6,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
180.0,670.0,22.0,18.0,10.0,81.6,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,Profile,YES,Midwest
752.7,162.3,19.4,16.8,5.0,63.6,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
724.9,149.8,13.3,18.0,5.2,40.2,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
233.0,510.0,59.0,74.0,15.0,134.1,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
717.0,225.0,17.0,10.0,4.0,34.2,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
200.0,660.0,23.0,19.0,9.0,71.7,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
90.0,690.0,53.0,16.0,11.0,129.8,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
790.0,203.0,14.0,9.0,5.0,25.3,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Auger,NO,Midwest
409.0,460.0,11.0,6.0,3.0,9.5,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Auger,NO,Midwest
847.0,140.0,12.3,9.1,3.5,28.2,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
562.3,374.8,23.7,7.4,3.2,47.5,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
370.0,433.0,13.0,6.0,3.0,51.3,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Auger,NO,Midwest
685.9,224.7,23.7,70.1,20.4,108.8,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
729.8,174.8,16.0,8.0,3.8,44.8,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
151.0,667.0,17.0,13.0,5.2,44.1,0,0,1,1,1,1,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
590.0,285.0,17.0,23.0,16.0,54.3,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Auger,NO,Midwest
816.0,152.0,10.6,1.1,1.5,21.0,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
94.0,796.0,10.66,13.0,5.2,44.1,0,0,0,1,1,1,Savannah,Cerrado,Igneous Rock,Desconhecido,NO,Midwest
759.0,159.0,12.0,6.0,2.0,30.5,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Auger,NO,Midwest
571.1,349.5,22.9,2.7,2.0,57.8,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
848.0,129.0,15.0,1.0,2.0,38.9,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
814.5,125.0,20.0,29.3,6.7,62.9,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
820.0,120.0,7.0,1.0,1.0,23.0,0,0,0,0,0,0,Areas of Pioneering Formation,Mata Atlantica,Igneous Rock,Profile,YES,Midwest
912.0,70.0,9.0,4.0,2.0,17.3,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
894.0,96.0,6.0,6.0,1.0,27.6,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
850.0,138.0,14.8,13.0,5.2,44.1,0,0,0,1,1,1,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
890.0,87.0,13.0,13.0,6.0,41.0,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Auger,NO,Midwest
512.0,445.0,30.0,14.6,4.9,50.8,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
830.0,149.0,9.0,13.0,6.0,33.6,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Sedimentary Rock,Auger,NO,Midwest
731.0,250.0,26.0,15.0,6.8,47.2,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
820.0,140.0,10.0,1.0,1.0,30.9,0,0,0,0,0,0,Areas of Pioneering Formation,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
800.0,120.0,18.0,7.0,3.0,53.5,0,0,0,0,0,0,Areas of Pioneering Formation,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
637.0,240.0,34.0,13.0,5.2,44.1,1,1,0,1,1,1,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
873.5,90.0,16.0,23.4,6.0,63.7,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
722.0,215.0,15.0,9.0,3.0,24.5,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
880.0,100.0,15.0,1.0,1.0,33.4,0,0,0,0,0,0,Areas of Pioneering Formation,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
913.0,65.0,11.0,4.7,4.1,19.5,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
428.0,135.0,14.3,49.2,21.0,121.5,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
100.0,730.0,47.0,84.0,20.0,147.9,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Profile,YES,Midwest
857.0,130.0,15.0,11.0,7.0,27.6,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
803.8,174.7,15.1,14.6,8.0,47.2,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
180.0,670.0,28.0,19.0,8.0,68.5,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Midwest
899.0,75.0,11.8,6.0,3.2,26.8,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
865.0,115.0,9.0,16.4,6.2,43.4,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
930.0,68.0,8.8,1.4,1.2,24.9,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
899.0,79.0,7.4,0.2,0.3,15.6,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
461.3,449.8,26.1,34.0,8.5,75.1,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
340.0,300.0,17.0,4.0,1.0,76.7,0,0,1,0,0,0,Savannah,Pantanal,Sedimentary Rock,Profile,NO,Midwest
190.0,640.0,33.0,30.0,6.0,85.6,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,Profile,NO,Midwest
320.0,600.0,39.0,49.0,17.0,100.1,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
919.0,60.0,11.0,18.2,3.2,33.4,0,0,0,0,0,0,Savannah,Cerrado,Sedimentary Rock,Auger,NO,Midwest
179.0,675.0,31.0,9.0,3.0,46.1,0,0,0,0,0,0,Desconhecido,Desconhecido,Desconhecido,Auger,NO,Midwest
320.0,560.0,34.0,24.0,10.0,92.7,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Profile,YES,Midwest
317.0,500.0,22.4,25.0,6.0,79.3,0,0,0,0,0,0,Areas of Ecological Tension,Cerrado,Igneous Rock,Auger,NO,Midwest
640.0,260.0,19.0,9.0,9.0,44.9,0,0,0,0,0,0,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
637.0,240.0,24.0,13.0,5.2,44.1,1,1,0,1,1,1,Savannah,Cerrado,Igneous Rock,Auger,NO,Midwest
545.0,237.0,17.0,0.6,1.5,12.51,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
660.0,300.0,20.0,2.0,1.0,34.4,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
580.0,400.0,26.0,2.0,1.0,55.3,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
460.0,490.0,21.0,27.0,22.0,88.0,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
300.0,398.0,17.0,0.7,0.3,12.24,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
525.0,221.0,17.0,3.3,8.1,15.08,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
580.0,360.0,20.0,6.0,4.0,53.4,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
600.0,340.0,17.0,8.0,6.0,52.4,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
359.0,444.0,17.0,0.1,0.6,7.48,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
491.0,343.0,17.0,0.3,0.6,6.2,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
680.0,280.0,7.0,1.0,1.0,36.4,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
310.0,650.0,31.0,3.0,1.0,62.5,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
710.0,250.0,7.0,1.0,1.0,27.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
410.0,570.0,26.0,4.0,1.0,57.2,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
360.0,580.0,17.0,1.0,1.0,54.4,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
129.0,354.0,17.0,1.4,2.3,13.55,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
631.67,260.0,18.29,8.2,2.5,56.3,0,0,0,0,0,0,Open Ombrophylous Forest,Amazonia,Metamorphic Rock,Auger,NO,North
200.0,360.0,48.3,19.1,5.7,24.8,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
700.0,240.0,20.0,1.0,1.0,66.7,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
26.666666,652.13336,17.0,13.0,5.2,44.1,0,0,1,1,1,1,Areas of Ecological Tension,Amazonia,Sedimentary Rock,Auger,NO,North
410.0,510.0,13.0,1.0,1.0,40.3,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
640.0,300.0,9.0,6.0,1.0,32.8,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
89.19,847.95,21.08,0.8,1.8,57.4,0,0,0,0,0,0,Desconhecido,Amazonia,Sedimentary Rock,Auger,YES,North
740.0,200.0,7.0,5.0,1.0,40.3,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
680.0,260.0,17.9,2.9,1.6,4.5,0,0,0,0,0,0,Areas of Ecological Tension,Amazonia,Sedimentary Rock,Profile,NO,North
16.76,696.68,8.79,93.0,12.7,163.2,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
260.0,550.0,25.7,1.4,0.9,2.3,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,North
660.0,240.0,17.0,1.0,1.0,27.6,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
340.0,620.0,34.0,1.0,1.0,102.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
720.0,160.0,13.0,6.0,1.0,41.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
319.0,418.0,17.0,0.3,0.4,4.52,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
440.0,340.0,7.0,1.0,1.0,33.1,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
452.86,340.27,10.11,2.42,1.15,69.05,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
630.0,310.0,22.9,5.7,1.0,6.7,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,North
700.0,260.0,15.0,6.0,1.0,45.5,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
640.0,320.0,18.0,1.0,1.0,54.3,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
73.93,141.18,17.67,19.9,2.5,59.2,0,0,0,0,0,0,Desconhecido,Amazonia,Sedimentary Rock,Auger,NO,North
378.0,347.0,17.0,0.1,0.8,9.58,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
660.0,160.0,20.0,2.0,1.0,37.6,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
470.0,510.0,20.0,2.0,1.0,62.9,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
700.0,260.0,13.0,4.0,3.0,26.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
650.0,310.0,10.0,1.0,1.0,33.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
337.0,351.0,17.0,0.6,0.6,11.19,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
300.0,680.0,21.0,3.0,1.0,56.4,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
310.0,650.0,29.0,1.0,2.0,91.3,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
44.29,700.3,11.16,3.3,4.7,25.0,0,0,0,0,0,0,Areas of Ecological Tension,Amazonia,Sedimentary Rock,Auger,NO,North
317.95,368.51,6.14,15.3,16.7,135.9,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Auger,NO,North
344.06,349.8,31.62,0.9,1.8,84.6,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Metamorphic Rock,Auger,YES,North
540.0,380.0,13.0,3.0,2.0,28.5,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
510.0,350.0,41.3,11.5,4.1,15.6,0,0,0,0,0,0,Areas of Ecological Tension,Amazonia,Sedimentary Rock,Auger,YES,North
780.0,200.0,18.0,5.0,1.0,45.5,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
539.59,239.33,6.93,4.3,15.7,110.9,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
620.0,340.0,7.0,1.0,1.0,22.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
646.6667,20.0,17.0,13.0,5.2,44.1,0,0,1,1,1,1,Savannah,Cerrado,Sedimentary Rock,Profile,YES,North
820.0,160.0,16.0,1.0,1.0,33.5,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
430.0,510.0,8.0,2.0,1.0,34.2,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
36.0,236.0,17.0,1.1,1.0,19.52,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
640.0,300.0,16.0,6.0,3.0,51.4,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
760.0,180.0,19.0,1.0,1.0,60.1,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
600.0,360.0,26.0,12.0,4.0,68.5,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
720.0,200.0,28.0,2.0,1.0,75.8,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
895.14,77.27,13.27,7.0,2.7,41.2,0,0,0,0,0,0,Open Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
370.0,470.0,15.0,8.8,6.2,15.0,0,0,0,0,0,0,Areas of Ecological Tension,Amazonia,Sedimentary Rock,Auger,YES,North
760.0,180.0,15.0,5.0,1.0,44.2,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
347.0,422.0,17.0,0.6,1.0,7.93,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
