Sand_gkg,Clay_gkg,SOM_gkg,Ca_mmolkg,Mg_mmolkg,CEC_Ph7_mmolkg,Sand_gkg_ausente,Clay_gkg_ausente,SOM_gkg_ausente,Ca_mmolkg_ausente,Mg_mmolkg_ausente,CEC_Ph7_mmolkg_ausente,Vegetation,Bioma,Geology,Sampling,MIR_availability,Region
680.0,280.0,12.0,4.0,2.0,40.4,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
760.0,190.0,30.3,26.2,11.9,38.1,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,North
620.0,340.0,19.0,1.0,1.0,60.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
720.0,260.0,20.0,1.0,1.0,35.3,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
400.0,560.0,23.0,1.0,1.0,58.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
740.0,160.0,17.0,1.0,1.0,44.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
640.01,261.36,15.76,41.0,1.3,156.7,0,0,0,0,0,0,Open Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
640.0,290.0,38.9,8.0,3.8,11.8,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
470.0,480.0,23.0,8.0,1.0,55.2,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
800.0,140.0,20.0,10.0,1.0,45.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
680.0,300.0,31.0,1.0,1.0,56.3,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
820.0,160.0,20.0,8.0,4.0,45.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
330.0,620.0,26.0,1.0,1.0,65.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
389.29,363.0,11.55,3.92,3.32,72.95,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,YES,North
880.0,80.0,8.888889,1.0,1.0,33.5,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
469.0,95.0,17.0,0.4,0.9,14.26,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
205.74,366.26,12.38,56.7,31.0,130.6,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
560.61,300.44,6.72,9.3,4.3,94.7,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,YES,North
406.48,383.0,5.54,3.71,2.14,34.6,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Metamorphic Rock,Auger,NO,North
760.0,200.0,20.0,7.0,2.0,56.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
330.0,590.0,21.0,1.0,1.0,49.5,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
421.0,366.0,17.0,0.1,0.7,9.06,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
700.0,240.0,21.0,1.0,1.0,44.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
700.0,240.0,20.0,7.0,7.0,39.7,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
570.0,200.0,28.0,20.0,16.0,70.7,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
410.0,460.0,24.8,39.0,12.4,51.4,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
740.0,220.0,12.0,1.0,1.0,36.1,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
90.0,890.0,11.0,1.0,1.0,36.1,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
710.0,280.0,35.1,12.5,11.5,24.0,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
800.0,180.0,5.3333335,13.0,5.2,44.1,0,0,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,North
600.0,300.0,29.6,14.7,4.7,19.4,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
610.0,350.0,18.0,1.0,1.0,32.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
540.0,420.0,11.0,82.0,1.0,105.6,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
580.0,380.0,10.0,1.0,1.0,36.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
840.0,140.0,19.0,1.0,1.0,40.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
476.0,383.0,17.0,5.7,5.3,12.95,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
350.0,384.0,10.83,16.43,17.92,76.81,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Auger,NO,North
550.0,210.0,34.3,29.7,3.0,32.7,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
650.62,209.45,27.59,2.2,3.7,67.0,0,0,0,0,0,0,Areas of Ecological Tension,Amazonia,Metamorphic Rock,Auger,YES,North
470.0,480.0,18.0,2.0,2.0,43.9,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
573.0,145.0,17.0,0.6,0.7,9.74,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
382.0,325.0,17.0,0.2,1.0,11.44,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
540.0,440.0,20.0,4.0,1.0,47.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
600.0,360.0,16.0,1.0,1.0,44.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
305.0,454.0,17.0,0.2,0.2,5.86,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
680.0,260.0,26.0,1.0,1.0,49.5,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
680.0,320.0,36.7,11.1,4.2,15.3,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
570.0,270.0,27.2,8.4,2.9,11.3,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,YES,North
640.0,260.0,53.3,19.8,14.4,34.2,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
740.0,220.0,20.0,6.0,2.0,28.6,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
620.0,360.0,23.0,2.0,2.0,42.2,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
720.0,230.0,23.4,1.1,0.4,15.0,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
421.62,328.0,10.11,5.65,3.92,54.54,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Metamorphic Rock,Auger,NO,North
640.0,300.0,9.0,1.0,1.0,24.3,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
560.0,245.0,17.0,0.6,1.4,10.68,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
550.0,310.0,17.9,3.4,2.2,5.6,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,YES,North
330.0,610.0,20.0,1.0,1.0,90.6,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
450.0,480.0,18.0,1.0,1.0,36.3,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
690.0,210.0,29.3,41.6,15.8,57.4,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,YES,North
637.0,240.0,17.0,0.3,0.91,96.01,1,1,1,0,0,0,Open Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
440.0,540.0,20.0,2.0,1.0,56.4,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
690.0,210.0,12.5,8.1,5.1,13.2,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,YES,North
751.75,128.0,22.63,1.7,0.8,55.9,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
700.0,220.0,20.0,7.0,2.0,51.6,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
510.0,314.0,17.0,0.5,1.3,10.32,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
580.0,380.0,18.0,3.0,2.0,44.3,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
340.0,297.0,17.0,0.7,1.1,14.6,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
100.0,490.0,33.6,29.8,5.1,34.9,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
470.0,450.0,48.9,13.0,15.7,44.1,0,0,0,1,0,1,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
720.0,200.0,13.0,5.0,1.0,44.3,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
345.0,435.0,17.0,0.1,0.5,3.91,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
255.31,641.49,2.5777779,7.0,1.3,56.0,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,YES,North
430.0,510.0,29.0,1.0,1.0,74.8,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
640.0,290.0,55.6,27.6,13.5,41.1,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
377.0,467.0,17.0,0.1,0.5,6.55,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
262.8,365.0,19.49,2.74,1.27,106.71,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Auger,NO,North
540.0,340.0,38.5,10.6,3.0,13.6,0,0,0,0,0,0,Areas of Ecological Tension,Amazonia,Sedimentary Rock,Profile,YES,North
295.51,642.42,28.52,14.5,3.9,77.8,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Metamorphic Rock,Auger,NO,North
760.0,220.0,31.0,4.0,2.0,42.3,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
700.0,240.0,21.0,8.0,3.0,58.3,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
620.0,340.0,20.0,13.0,5.2,44.1,0,0,0,1,1,1,Savannah,Amazonia,Igneous Rock,Auger,NO,North
372.42,326.0,14.44,2.69,1.18,79.76,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Auger,YES,North
174.5,470.11,3.4333334,7.0,1.7,98.1,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,YES,North
542.5,340.27,6.14,2.12,0.69,42.64,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Auger,NO,North
490.0,420.0,30.7,2.3,0.6,2.9,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,North
560.0,360.0,22.0,1.0,1.0,54.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
790.0,100.0,29.3,28.6,5.1,33.7,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
410.0,300.0,21.4,1.18,0.56,6.32,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,YES,North
520.0,330.0,34.6,1.7,0.5,2.2,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,North
530.0,370.0,12.5,8.8,1.4,10.2,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
320.0,640.0,23.0,2.0,1.0,59.4,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
478.32,372.45,10.89,41.3,6.3,119.0,0,0,0,0,0,0,Open Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
720.0,240.0,21.0,27.0,1.0,66.5,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
430.0,510.0,34.5,10.1,5.0,15.1,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
640.0,280.0,8.0,1.0,1.0,20.6,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
430.0,530.0,19.0,1.0,1.0,44.8,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
450.0,400.0,22.2,15.8,9.8,25.6,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
710.0,270.0,18.0,1.0,1.0,44.4,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
713.0,97.0,17.0,0.1,0.4,3.98,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
820.0,140.0,48.2,2.6,0.1,2.7,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
650.0,290.0,28.0,7.0,3.0,38.5,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
700.0,240.0,7.0,6.0,1.0,23.3,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
650.0,290.0,12.0,1.0,1.0,30.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
166.94,386.25,15.04,2.42,1.3,183.16,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
800.0,160.0,17.0,7.0,2.0,51.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
610.0,300.0,37.9,2.6,1.5,4.1,0,0,0,0,0,0,Areas of Ecological Tension,Amazonia,Sedimentary Rock,Profile,NO,North
530.0,450.0,20.0,1.0,1.0,74.6,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
560.0,380.0,23.0,6.0,1.0,59.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
700.0,240.0,25.0,6.0,1.0,50.8,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
369.77,440.0,12.27,2.63,1.27,65.17,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Auger,NO,North
360.0,620.0,31.0,3.0,1.0,84.6,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
327.08,390.0,9.15,2.4,1.18,69.67,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Metamorphic Rock,Auger,YES,North
590.0,320.0,25.2,13.6,6.1,19.7,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
620.0,320.0,21.0,1.0,1.0,44.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
570.0,410.0,20.0,1.0,1.0,41.2,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
482.0,246.0,17.0,1.7,1.3,13.34,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
840.0,120.0,17.0,1.0,1.0,36.8,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
600.0,360.0,22.0,2.0,1.0,61.7,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
290.0,690.0,26.0,5.0,4.0,73.6,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
780.0,160.0,10.0,1.0,1.0,44.5,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
370.0,590.0,23.0,1.0,1.0,49.7,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
290.0,350.0,35.4,57.2,24.3,81.5,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
77.76,743.2,8.07,36.3,35.7,150.5,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
660.0,320.0,20.0,1.0,1.0,35.3,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
590.0,390.0,17.0,3.0,3.0,44.8,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
800.0,180.0,13.0,1.0,1.0,36.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
800.0,180.0,12.0,1.0,1.0,25.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
520.0,440.0,20.0,2.0,2.0,41.0,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
650.0,250.0,36.0,9.8,4.3,14.1,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
780.0,140.0,15.0,1.0,1.0,27.5,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
180.0,750.0,13.8,13.0,5.2,44.1,0,0,0,1,1,1,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,North
760.0,200.0,15.0,1.0,1.0,43.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
700.0,260.0,20.0,2.0,1.0,40.8,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
520.0,280.0,29.0,2.0,1.0,91.9,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
637.0,240.0,17.0,0.93,1.45,73.0,1,1,1,0,0,0,Open Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,North
560.0,380.0,14.0,1.0,1.0,30.5,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
860.0,80.0,17.2,15.6,4.1,19.7,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
450.0,510.0,18.0,2.0,1.0,52.0,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
560.0,400.0,22.0,1.0,1.0,74.6,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
540.0,340.0,40.0,22.6,11.2,33.8,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
690.0,240.0,10.0,1.0,1.0,27.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
530.0,450.0,19.0,2.0,2.0,46.3,0,0,0,0,0,0,Savannah,Amazonia,Sedimentary Rock,Auger,NO,North
700.0,240.0,30.0,1.0,1.0,83.2,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
450.0,510.0,22.0,1.0,1.0,49.3,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
822.07,149.95,9.07,1.7,3.0,48.9,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Auger,NO,North
572.0,276.0,17.0,2.4,1.6,10.86,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
660.0,280.0,16.0,3.0,1.0,42.5,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
585.0,245.0,17.0,0.1,0.9,6.33,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
720.0,220.0,14.0,1.0,1.0,49.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
520.0,440.0,18.0,2.0,1.0,51.4,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
234.0,469.0,17.0,0.7,0.8,6.96,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
600.0,360.0,13.0,5.0,2.0,24.1,0,0,0,0,0,0,Desconhecido,Amazonia,Igneous Rock,Auger,NO,North
798.59,139.4,5.62,5.0,8.7,67.4,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Auger,NO,North
365.94,252.62,10.76,47.7,67.7,20.76,0,0,0,0,0,0,Open Ombrophylous Forest,Amazonia,Sedimentary Rock,Auger,NO,North
346.0,401.0,17.0,0.1,0.5,9.19,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
388.0,297.0,17.0,1.2,0.5,14.67,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
637.0,240.0,25.83,7.27,3.64,67.86,1,1,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Auger,NO,North
315.0,478.0,17.0,0.1,0.7,8.15,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Desconhecido,NO,North
691.97,210.89,9.36,4.0,2.7,127.9,0,0,0,0,0,0,Open Ombrophylous Forest,Amazonia,Sedimentary Rock,Auger,YES,North
296.0,302.0,17.0,2.0,1.6,16.24,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
510.0,390.0,12.7,35.7,10.1,45.8,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
326.0,191.0,17.0,0.7,0.6,13.93,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
260.0,350.0,64.4,5.5,2.3,7.8,0,0,0,0,0,0,Areas of Ecological Tension,Amazonia,Sedimentary Rock,Auger,YES,North
475.0,286.0,17.0,4.8,2.2,10.56,0,0,1,0,0,0,Savannah,Amazonia,Metamorphic Rock,Auger,NO,North
490.0,410.0,54.2,19.8,15.9,35.7,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Auger,NO,North
580.0,360.0,19.0,1.0,1.0,56.3,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
620.0,340.0,9.0,1.0,1.0,24.4,0,0,0,0,0,0,Savannah,Amazonia,Igneous Rock,Auger,NO,North
637.0,240.0,18.45,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,34.5,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
610.0,125.0,12.41,39.7,15.3,83.6,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
887.0,14.0,3.7777777,1.0,8.0,18.25,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
622.0,179.0,7.22,4.2,5.2,11.0,0,0,0,0,0,0,Steppe,Caatinga,Sedimentary Rock,Profile,NO,Northeast
637.0,240.0,25.86,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Igneous Rock,Profile,YES,Northeast
637.0,240.0,34.02,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,16.88,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,23.52,13.0,5.2,44.1,1,1,0,1,1,1,Areas of Ecological Tension,Caatinga,Metamorphic Rock,Profile,YES,Northeast
944.0,44.0,3.7777777,8.0,14.0,46.45,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Igneous Rock,Profile,NO,Northeast
637.0,240.0,20.52,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
46.0,296.0,31.11,54.0,128.0,31.702,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,NO,Northeast
55.0,333.0,36.49,76.0,94.0,30.09,0,0,0,0,0,0,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,Profile,YES,Northeast
792.0,130.0,10.34,7.1,6.1,40.1,0,0,0,0,0,0,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,Profile,YES,Northeast
822.0,174.0,45.2,21.4,8.8,99.58,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,17.17,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,21.38,13.0,5.2,44.1,1,1,0,1,1,1,Areas of Ecological Tension,Caatinga,Metamorphic Rock,Profile,YES,Northeast
858.0,111.0,14.2,4.2,1.6,38.0,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
412.0,163.0,17.0,9.2,2.0,12.44,0,0,1,0,0,0,Steppe,Caatinga,Sedimentary Rock,Profile,NO,Northeast
637.0,240.0,3.8444445,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,26.89,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Metamorphic Rock,Profile,YES,Northeast
637.0,240.0,14.03,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Igneous Rock,Profile,YES,Northeast
912.0,62.0,38.8,28.6,10.7,118.71,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,YES,Northeast
897.0,89.0,7.9,3.2,2.0,26.35,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
637.0,240.0,2.3777778,13.0,5.2,44.1,1,1,0,1,1,1,Amazon Rainforest,Amazonia,Sedimentary Rock,Auger,NO,Northeast
637.0,240.0,22.54,13.0,5.2,44.1,1,1,0,1,1,1,Steppe,Caatinga,Sedimentary Rock,Profile,YES,Northeast
171.0,534.0,12.9,8.7,8.8,26.3,0,0,0,0,0,0,Areas of Pioneering Formation,Caatinga,Sedimentary Rock,Profile,YES,Northeast
933.0,65.0,9.3,3.7,1.8,31.65,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,NO,Northeast
637.0,240.0,60.86,13.0,5.2,44.1,1,1,0,1,1,1,Seasonal Semideciduous Forest,Mata Atlantica,Sedimentary Rock,Profile,YES,Northeast
637.0,240.0,120.66,13.0,5.2,44.1,1,1,0,1,1,1,Areas of Ecological Tension,Caatinga,Metamorphic Rock,Profile,YES,Northeast
840.0,138.0,17.0,1.11,0.61,3.93,0,0,1,0,0,0,Steppe,Caatinga,Sedimentary Rock,Profile,NO,Northeast
815.0,147.0,31.0,43.4,7.7,78.64,0,0,0,0,0,0,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,Auger,YES,Northeast
